Ntotal t1 t2 t3 t4 t5 winner prob_superior2 prob_superior3 prob_superior4 prob_superior5 prob_futile2 prob_futile3 prob_futile4 prob_futile5
50 10 7 8 12 13 4 0.92 0.926 0.646 0.998 0.08 0.074 0.354 0.002
50 10 8 5 14 13 4 0.85 0.846 0.97 0.996 0.15 0.154 0.03 0.004
110 19 26 18 19 28 4 0.476 0.48 0.288 0.998 0.524 0.52 0.712 0.002
80 13 20 22 9 16 4 0.85 0.97 0.808 0.998 0.15 0.03 0.192 0.002
140 36 16 33 21 34 4 0.688 0.96 0.3 0.996 0.312 0.04 0.7 0.004
80 20 15 12 16 17 4 0.66 0.232 0.992 0.998 0.34 0.768 0.008 0.002
80 17 15 16 9 23 4 0.826 0.842 0.624 1 0.174 0.158 0.376 0
50 6 10 9 7 18 -1 0.984 0.95 0.95 0.946 0.016 0.05 0.05 0.054
140 27 45 18 18 32 4 0.842 0.276 0.26 0.996 0.158 0.724 0.74 0.004
110 28 11 14 28 29 4 0.068 0.128 0.374 1 0.932 0.872 0.626 0
110 19 28 16 24 23 4 0.89 0.278 0.468 0.998 0.11 0.722 0.532 0.002
80 17 16 17 15 15 4 0.67 0.678 0.952 1 0.33 0.322 0.048 0
80 13 12 11 22 22 4 0.314 0.324 0.898 0.992 0.686 0.676 0.102 0.008
170 30 21 19 26 74 4 0.042 0.082 0.108 0.992 0.958 0.918 0.892 0.008
50 12 10 11 8 9 4 0.93 0.948 0.624 0.998 0.07 0.052 0.376 0.002
230 57 18 16 32 107 4 0.244 0.058 0.542 1 0.756 0.942 0.458 0
290 67 14 47 22 140 4 0.036 0.08 0.076 0.994 0.964 0.92 0.924 0.006
80 15 15 13 14 23 4 0.968 0.826 0.866 0.998 0.032 0.174 0.134 0.002
80 18 15 12 12 23 4 0.636 0.51 0.732 0.992 0.364 0.49 0.268 0.008
140 25 19 20 17 59 4 0.546 0.116 0.088 0.994 0.454 0.884 0.912 0.006
140 24 19 18 29 50 4 0.052 0.118 0.384 0.998 0.948 0.882 0.616 0.002
140 31 7 33 27 42 4 0.044 0.848 0.158 0.992 0.956 0.152 0.842 0.008
80 14 11 24 12 19 4 0.566 0.914 0.492 1 0.434 0.086 0.508 0
260 40 23 35 35 127 4 0.044 0.298 0.216 0.996 0.956 0.702 0.784 0.004
110 24 19 15 12 40 4 0.434 0.254 0.398 0.998 0.566 0.746 0.602 0.002
140 28 30 18 13 51 4 0.296 0.568 0.178 0.996 0.704 0.432 0.822 0.004
110 14 24 25 18 29 4 0.31 0.52 0.502 0.992 0.69 0.48 0.498 0.008
50 12 7 13 9 9 4 0.144 0.82 0.866 0.998 0.856 0.18 0.134 0.002
260 53 75 20 41 71 4 0.73 0.28 0.344 0.994 0.27 0.72 0.656 0.006
110 27 17 21 19 26 4 0.482 0.834 0.426 1 0.518 0.166 0.574 0
140 24 11 16 29 60 4 0 0.086 0.266 0.994 1 0.914 0.734 0.006
110 22 17 12 17 42 4 0.622 0.178 0.092 0.996 0.378 0.822 0.908 0.004
290 69 45 44 52 80 4 0.676 0.588 0.584 0.992 0.324 0.412 0.416 0.008
110 25 22 18 18 27 4 0.97 0.94 0.844 0.998 0.03 0.06 0.156 0.002
80 17 15 17 13 18 2 0.9 0.996 0.588 0.992 0.1 0.004 0.412 0.008
140 30 15 14 38 43 4 0.118 0.046 0.524 0.992 0.882 0.954 0.476 0.008
200 33 5 58 36 68 4 0 0.714 0.74 0.998 1 0.286 0.26 0.002
200 31 43 41 17 68 4 0.66 0.468 0.158 0.996 0.34 0.532 0.842 0.004
80 21 10 22 16 11 4 0.324 0.79 0.672 0.996 0.676 0.21 0.328 0.004
80 21 7 19 18 15 4 0.57 0.782 0.54 0.998 0.43 0.218 0.46 0.002
50 8 11 10 11 10 4 0.766 0.566 0.922 0.998 0.234 0.434 0.078 0.002
230 43 40 52 20 75 4 0.382 0.564 0.04 0.992 0.618 0.436 0.96 0.008
170 40 26 15 31 58 4 0.386 0.22 0.686 1 0.614 0.78 0.314 0
320 61 43 27 60 129 4 0.49 0.118 0.638 0.998 0.51 0.882 0.362 0.002
230 37 41 47 44 61 4 0.362 0.654 0.584 1 0.638 0.346 0.416 0
110 22 22 26 16 24 4 0.854 0.532 0.216 0.992 0.146 0.468 0.784 0.008
260 55 53 15 64 73 4 0.802 0.048 0.942 0.998 0.198 0.952 0.058 0.002
50 11 15 6 10 8 4 0.858 0.768 0.66 0.998 0.142 0.232 0.34 0.002
110 27 16 17 19 31 4 0.108 0.42 0.494 1 0.892 0.58 0.506 0
410 78 25 35 27 245 0 0.016 0.03 0.06 0.974 0.984 0.97 0.94 0.026
140 35 22 15 30 38 4 0.62 0.602 0.418 1 0.38 0.398 0.582 0
110 20 9 12 28 41 4 0.05 0.194 0.334 0.998 0.95 0.806 0.666 0.002
230 55 56 27 26 66 4 0.498 0.286 0.31 0.998 0.502 0.714 0.69 0.002
230 45 56 26 30 73 4 0.332 0.364 0.048 0.996 0.668 0.636 0.952 0.004
290 58 37 7 58 130 4 0.35 0.026 0.496 0.998 0.65 0.974 0.504 0.002
410 82 29 25 28 246 0 0.008 0.022 0.022 0.772 0.992 0.978 0.978 0.228
80 15 12 14 16 23 4 0.59 0.94 0.764 1 0.41 0.06 0.236 0
80 15 16 18 11 20 4 0.778 0.98 0.906 0.996 0.222 0.02 0.094 0.004
290 48 50 32 57 103 4 0.228 0.15 0.39 0.996 0.772 0.85 0.61 0.004
110 24 20 16 22 28 4 0.908 0.812 0.568 0.994 0.092 0.188 0.432 0.006
50 8 12 8 11 11 4 0.256 0.394 0.948 0.998 0.744 0.606 0.052 0.002
80 21 10 19 8 22 4 0.214 0.346 0.36 0.992 0.786 0.654 0.64 0.008
140 27 17 32 22 42 4 0.684 0.964 0.55 0.996 0.316 0.036 0.45 0.004
110 17 7 15 22 49 4 0.092 0.262 0.658 0.992 0.908 0.738 0.342 0.008
50 10 12 4 14 10 4 0.278 0.268 0.026 0.996 0.722 0.732 0.974 0.004
230 48 16 26 36 104 4 0.07 0.236 0.536 1 0.93 0.764 0.464 0
50 10 8 13 14 5 4 0.82 0.908 0.91 0.998 0.18 0.092 0.09 0.002
50 12 12 6 9 11 1 0.994 0.844 0.89 0.992 0.006 0.156 0.11 0.008
260 47 57 36 16 104 4 0.67 0.12 0.052 0.996 0.33 0.88 0.948 0.004
230 47 42 19 47 75 4 0.518 0.196 0.702 0.998 0.482 0.804 0.298 0.002
140 32 9 8 13 78 4 0.158 0.112 0.108 0.994 0.842 0.888 0.892 0.006
140 27 26 16 26 45 4 0.84 0.742 0.84 0.992 0.16 0.258 0.16 0.008
230 44 38 70 25 53 4 0.678 0.76 0.034 0.996 0.322 0.24 0.966 0.004
50 8 11 11 7 13 4 0.682 0.954 0.938 1 0.318 0.046 0.062 0
200 46 35 31 31 57 4 0.254 0.178 0.222 0.992 0.746 0.822 0.778 0.008
80 17 18 13 16 16 4 0.142 0.326 0.224 0.992 0.858 0.674 0.776 0.008
50 10 13 12 6 9 4 0.848 0.722 0.434 0.996 0.152 0.278 0.566 0.004
290 50 46 64 64 66 4 0.55 0.448 0.348 0.992 0.45 0.552 0.652 0.008
170 36 28 33 23 50 4 0.88 0.632 0.222 0.992 0.12 0.368 0.778 0.008
140 35 24 18 28 35 4 0.492 0.476 0.246 0.992 0.508 0.524 0.754 0.008
110 17 23 28 23 19 4 0.858 0.522 0.354 0.998 0.142 0.478 0.646 0.002
260 54 54 60 41 51 2 0.92 1 0.862 1 0.08 0 0.138 0
110 30 21 14 17 28 4 0.35 0.466 0.042 0.998 0.65 0.534 0.958 0.002
230 56 39 37 44 54 4 0.322 0.442 0.668 0.998 0.678 0.558 0.332 0.002
200 40 55 16 25 64 4 0.47 0.08 0.508 0.992 0.53 0.92 0.492 0.008
140 30 17 41 12 40 4 0.458 0.876 0.932 0.996 0.542 0.124 0.068 0.004
170 38 32 26 18 56 4 0.408 0.19 0.008 0.994 0.592 0.81 0.992 0.006
140 33 37 15 15 40 4 0.564 0.114 0.162 0.998 0.436 0.886 0.838 0.002
80 19 13 10 9 29 4 0.31 0.262 0.58 0.998 0.69 0.738 0.42 0.002
80 14 12 12 15 27 4 0.672 0.532 0.892 0.998 0.328 0.468 0.108 0.002
290 56 44 30 55 105 4 0.124 0.046 0.07 0.998 0.876 0.954 0.93 0.002
350 75 47 28 82 118 4 0.18 0.064 0.408 0.994 0.82 0.936 0.592 0.006
170 29 38 25 11 67 4 0.172 0.244 0.014 0.994 0.828 0.756 0.986 0.006
140 29 39 15 15 42 4 0.242 0.104 0.146 0.992 0.758 0.896 0.854 0.008
110 24 16 19 19 32 4 0.798 0.602 0.672 0.998 0.202 0.398 0.328 0.002
320 58 46 34 17 165 4 0.076 0.114 0.008 1 0.924 0.886 0.992 0
140 24 38 20 20 38 4 0.892 0.762 0.478 1 0.108 0.238 0.522 0
140 33 37 18 13 39 4 0.884 0.518 0.408 1 0.116 0.482 0.592 0
410 75 11 37 28 259 0 0.004 0.112 0.026 0.974 0.996 0.888 0.974 0.026
110 25 6 13 26 40 4 0.084 0.266 0.14 0.998 0.916 0.734 0.86 0.002
110 17 25 18 17 33 4 0.434 0.13 0.264 0.994 0.566 0.87 0.736 0.006
140 32 25 17 19 47 4 0.622 0.322 0.324 1 0.378 0.678 0.676 0
140 29 23 34 26 28 4 0.426 0.552 0.806 1 0.574 0.448 0.194 0
50 13 11 10 7 9 4 0.6 0.766 0.77 1 0.4 0.234 0.23 0
230 50 46 58 13 63 4 0.396 0.606 0.012 0.994 0.604 0.394 0.988 0.006
110 28 18 14 26 24 4 0.394 0.036 0.988 0.996 0.606 0.964 0.012 0.004
110 21 24 15 17 33 4 0.77 0.584 0.74 0.994 0.23 0.416 0.26 0.006
110 20 24 13 17 36 4 0.666 0.252 0.332 1 0.334 0.748 0.668 0
80 15 23 17 13 12 4 0.6 0.054 0.148 0.994 0.4 0.946 0.852 0.006
260 43 12 86 33 86 4 0.002 0.672 0.476 0.992 0.998 0.328 0.524 0.008
230 45 30 55 35 65 4 0.754 0.834 0.524 0.992 0.246 0.166 0.476 0.008
80 20 15 3 21 21 4 0.448 0.004 0.802 0.992 0.552 0.996 0.198 0.008
140 35 29 23 14 39 4 0.9 0.702 0.284 0.998 0.1 0.298 0.716 0.002
170 33 28 31 43 35 4 0.724 0.688 0.96 0.996 0.276 0.312 0.04 0.004
410 74 62 60 20 194 0 0.068 0.192 0.014 0.982 0.932 0.808 0.986 0.018
110 26 24 18 18 24 4 0.904 0.864 0.948 0.994 0.096 0.136 0.052 0.006
170 26 15 39 32 58 4 0.29 0.814 0.596 1 0.71 0.186 0.404 0
320 57 29 28 30 176 4 0.128 0.106 0.11 0.996 0.872 0.894 0.89 0.004
110 18 14 21 30 27 4 0.896 0.776 0.862 1 0.104 0.224 0.138 0
290 49 33 65 34 109 4 0.098 0.73 0.118 0.998 0.902 0.27 0.882 0.002
50 11 7 11 12 9 -1 0.986 0.924 0.978 0.98 0.014 0.076 0.022 0.02
140 27 16 40 10 47 4 0.478 0.888 0.036 1 0.522 0.112 0.964 0
80 14 16 19 13 18 4 0.962 0.812 0.944 1 0.038 0.188 0.056 0
230 48 71 33 18 60 4 0.844 0.262 0.026 0.994 0.156 0.738 0.974 0.006
170 32 43 25 14 56 4 0.53 0.572 0.17 0.996 0.47 0.428 0.83 0.004
80 15 11 17 16 21 4 0.736 0.984 0.812 0.992 0.264 0.016 0.188 0.008
50 9 13 7 10 11 4 0.864 0.89 0.69 1 0.136 0.11 0.31 0
50 12 10 5 10 13 4 0.846 0.854 0.954 0.998 0.154 0.146 0.046 0.002
200 37 23 50 15 75 4 0.118 0.718 0.214 0.998 0.882 0.282 0.786 0.002
110 20 11 21 23 35 4 0.142 0.248 0.824 1 0.858 0.752 0.176 0
50 9 11 11 9 10 4 0.784 0.958 0.912 0.992 0.216 0.042 0.088 0.008
110 25 8 11 33 33 4 0.476 0.112 0.964 0.996 0.524 0.888 0.036 0.004
110 26 15 16 18 35 4 0.302 0.688 0.402 0.998 0.698 0.312 0.598 0.002
170 25 19 29 31 66 4 0.182 0.43 0.712 0.998 0.818 0.57 0.288 0.002
200 30 27 29 34 80 4 0.362 0.514 0.918 1 0.638 0.486 0.082 0
260 61 38 31 43 87 4 0.638 0.092 0.348 0.994 0.362 0.908 0.652 0.006
50 7 19 11 5 8 4 0.838 0.424 0.312 0.996 0.162 0.576 0.688 0.004
410 81 30 37 113 149 0 0.012 0.074 0.5 0.986 0.988 0.926 0.5 0.014
80 13 18 17 15 17 4 0.986 0.78 0.954 0.998 0.014 0.22 0.046 0.002
290 54 29 49 64 94 4 0.388 0.334 0.182 0.992 0.612 0.666 0.818 0.008
170 36 30 26 23 55 4 0.568 0.364 0.228 1 0.432 0.636 0.772 0
140 31 15 29 23 42 4 0.802 0.802 0.79 0.998 0.198 0.198 0.21 0.002
230 47 44 54 26 59 4 0.858 0.95 0.662 0.998 0.142 0.05 0.338 0.002
290 52 34 29 40 135 4 0.162 0.274 0.18 0.996 0.838 0.726 0.82 0.004
110 22 23 19 13 33 4 0.592 0.456 0.182 0.998 0.408 0.544 0.818 0.002
80 18 19 16 12 15 4 0.868 0.812 0.688 0.994 0.132 0.188 0.312 0.006
170 31 35 15 31 58 4 0.366 0.008 0.698 1 0.634 0.992 0.302 0
200 42 33 13 10 102 4 0.2 0.042 0.088 1 0.8 0.958 0.912 0
260 49 63 58 19 71 4 0.566 0.478 0.104 0.994 0.434 0.522 0.896 0.006
230 48 38 21 39 84 4 0.652 0.64 0.258 1 0.348 0.36 0.742 0
50 12 4 10 10 14 4 0.22 0.668 0.782 1 0.78 0.332 0.218 0
80 14 17 8 14 27 4 0.726 0.396 0.224 0.994 0.274 0.604 0.776 0.006
200 44 64 25 25 42 4 0.654 0.478 0.598 0.996 0.346 0.522 0.402 0.004
80 15 22 10 14 19 4 0.496 0.122 0.098 0.998 0.504 0.878 0.902 0.002
170 33 42 37 25 33 4 0.764 0.73 0.578 0.998 0.236 0.27 0.422 0.002
80 15 16 17 14 18 4 0.932 0.982 0.866 1 0.068 0.018 0.134 0
110 22 16 17 15 40 4 0.132 0.178 0.028 0.994 0.868 0.822 0.972 0.006
80 17 21 13 10 19 4 0.862 0.132 0.496 0.998 0.138 0.868 0.504 0.002
140 31 14 18 28 49 4 0.306 0.662 0.638 1 0.694 0.338 0.362 0
170 36 20 11 29 74 4 0.104 0.042 0.674 0.994 0.896 0.958 0.326 0.006
50 11 10 9 7 13 -1 0.982 0.998 0.95 1 0.018 0.002 0.05 0
290 65 31 16 18 160 4 0.086 0.01 0.104 1 0.914 0.99 0.896 0
260 44 54 19 56 87 4 0.76 0.054 0.618 0.998 0.24 0.946 0.382 0.002
200 38 48 9 38 67 4 0.99 0.168 0.602 0.998 0.01 0.832 0.398 0.002
110 25 18 15 21 31 4 0.91 0.66 0.696 0.998 0.09 0.34 0.304 0.002
110 24 23 17 10 36 4 0.67 0.696 0.114 0.998 0.33 0.304 0.886 0.002
110 22 23 13 23 29 4 0.51 0.302 0.56 0.994 0.49 0.698 0.44 0.006
110 30 25 16 13 26 4 0.4 0.296 0.4 1 0.6 0.704 0.6 0
80 16 16 15 17 16 4 0.668 0.526 0.592 0.998 0.332 0.474 0.408 0.002
260 55 8 34 65 98 4 0.004 0.098 0.51 0.994 0.996 0.902 0.49 0.006
80 13 20 16 13 18 4 0.818 0.676 0.734 0.994 0.182 0.324 0.266 0.006
50 12 9 12 6 11 4 0.786 0.962 0.968 0.994 0.214 0.038 0.032 0.006
200 36 31 33 28 72 4 0.394 0.55 0.41 1 0.606 0.45 0.59 0
200 32 50 23 20 75 4 0.366 0.136 0.228 0.996 0.634 0.864 0.772 0.004
80 17 7 12 16 28 4 0.802 0.44 0.326 0.998 0.198 0.56 0.674 0.002
260 53 22 62 40 83 4 0.204 0.658 0.52 0.998 0.796 0.342 0.48 0.002
230 43 40 40 43 64 4 0.672 0.542 0.416 0.992 0.328 0.458 0.584 0.008
230 47 28 36 30 89 4 0.128 0.486 0.124 0.992 0.872 0.514 0.876 0.008
140 23 33 36 18 30 4 0.606 0.766 0.478 0.998 0.394 0.234 0.522 0.002
140 23 36 28 18 35 4 0.95 0.808 0.828 1 0.05 0.192 0.172 0
80 17 14 15 15 19 4 0.724 0.24 0.672 1 0.276 0.76 0.328 0
80 22 6 12 7 33 4 0.078 0.146 0.22 0.992 0.922 0.854 0.78 0.008
80 13 15 20 14 18 4 0.716 0.952 0.496 0.994 0.284 0.048 0.504 0.006
110 30 21 11 23 25 4 0.382 0.182 0.436 0.992 0.618 0.818 0.564 0.008
110 26 20 14 27 23 4 0.916 0.924 0.89 0.996 0.084 0.076 0.11 0.004
260 47 45 44 47 77 4 0.402 0.566 0.528 0.994 0.598 0.434 0.472 0.006
80 18 8 19 13 22 4 0.146 0.566 0.53 0.998 0.854 0.434 0.47 0.002
350 66 78 12 48 146 4 0.174 0 0.202 0.998 0.826 1 0.798 0.002
80 16 19 17 12 16 4 0.968 0.666 0.678 0.992 0.032 0.334 0.322 0.008
290 46 71 56 48 69 4 0.854 0.854 0.486 1 0.146 0.146 0.514 0
80 17 19 16 16 12 4 0.726 0.58 0.554 0.992 0.274 0.42 0.446 0.008
80 21 15 13 15 16 4 0.602 0.562 0.574 0.994 0.398 0.438 0.426 0.006
80 16 18 13 17 16 4 0.82 0.41 0.83 0.996 0.18 0.59 0.17 0.004
80 16 21 19 11 13 4 0.73 0.828 0.264 0.998 0.27 0.172 0.736 0.002
200 43 25 35 33 64 4 0.35 0.84 0.606 1 0.65 0.16 0.394 0
50 12 9 11 6 12 4 0.892 0.814 0.57 0.994 0.108 0.186 0.43 0.006
200 40 19 46 34 61 4 0.164 0.536 0.504 1 0.836 0.464 0.496 0
110 19 21 25 19 26 4 0.492 0.934 0.716 0.998 0.508 0.066 0.284 0.002
140 31 26 22 28 33 4 0.702 0.492 0.572 0.994 0.298 0.508 0.428 0.006
410 76 97 43 76 118 0 0.794 0.052 0.534 0.942 0.206 0.948 0.466 0.058
140 27 22 16 32 43 4 0.2 0.076 0.48 0.996 0.8 0.924 0.52 0.004
170 39 33 9 47 42 4 0.648 0.044 0.946 0.994 0.352 0.956 0.054 0.006
170 25 28 22 32 63 4 0.284 0.208 0.348 1 0.716 0.792 0.652 0
410 78 55 21 73 183 0 0.192 0.046 0.16 0.976 0.808 0.954 0.84 0.024
200 42 15 52 19 72 4 0.04 0.32 0.052 0.998 0.96 0.68 0.948 0.002
140 27 37 10 27 39 4 0.812 0.156 0.896 0.996 0.188 0.844 0.104 0.004
170 35 39 40 19 37 4 0.964 0.842 0.234 0.996 0.036 0.158 0.766 0.004
110 28 14 18 8 42 4 0.078 0.104 0.078 1 0.922 0.896 0.922 0
50 7 4 13 15 11 4 0.826 0.67 0.486 0.992 0.174 0.33 0.514 0.008
170 30 45 18 33 44 4 0.656 0.586 0.85 1 0.344 0.414 0.15 0
170 38 25 19 40 48 4 0.514 0.214 0.726 0.998 0.486 0.786 0.274 0.002
50 11 8 8 11 12 4 0.686 0.61 0.9 1 0.314 0.39 0.1 0
350 60 43 8 41 198 4 0.104 0.006 0.066 0.996 0.896 0.994 0.934 0.004
50 10 9 15 6 10 4 0.758 0.48 0.654 1 0.242 0.52 0.346 0
110 25 23 18 14 30 4 0.656 0.324 0.356 1 0.344 0.676 0.644 0
110 18 7 33 24 28 4 0.114 0.776 0.594 0.998 0.886 0.224 0.406 0.002
260 47 28 66 22 97 4 0.51 0.546 0.142 0.992 0.49 0.454 0.858 0.008
50 11 11 10 8 10 4 0.78 0.45 0.12 0.992 0.22 0.55 0.88 0.008
80 15 16 9 11 29 4 0.39 0.026 0.048 0.998 0.61 0.974 0.952 0.002
170 30 32 35 34 39 4 0.786 0.956 0.386 0.996 0.214 0.044 0.614 0.004
140 27 26 34 19 34 4 0.308 0.732 0.422 1 0.692 0.268 0.578 0
290 58 45 50 40 97 4 0.168 0.252 0.318 0.996 0.832 0.748 0.682 0.004
110 23 22 19 22 24 4 0.892 0.684 0.964 0.998 0.108 0.316 0.036 0.002
170 39 30 23 12 66 4 0.398 0.264 0.352 0.996 0.602 0.736 0.648 0.004
200 46 16 27 28 83 4 0.128 0.254 0.218 0.992 0.872 0.746 0.782 0.008
50 7 10 7 9 17 4 0.898 0.252 0.838 0.998 0.102 0.748 0.162 0.002
230 39 23 39 56 73 4 0.122 0.47 0.642 0.998 0.878 0.53 0.358 0.002
170 33 25 37 28 47 4 0.25 0.41 0.256 0.994 0.75 0.59 0.744 0.006
290 55 47 54 37 97 4 0.376 0.55 0.102 0.998 0.624 0.45 0.898 0.002
290 60 76 30 23 101 4 0.694 0.338 0.394 0.994 0.306 0.662 0.606 0.006
290 55 42 68 55 70 4 0.5 0.942 0.456 0.998 0.5 0.058 0.544 0.002
50 6 8 14 10 12 4 0.718 0.876 0.594 0.996 0.282 0.124 0.406 0.004
110 22 19 17 18 34 4 0.858 0.994 0.558 0.998 0.142 0.006 0.442 0.002
80 12 19 19 13 17 4 0.488 0.73 0.994 0.998 0.512 0.27 0.006 0.002
200 40 42 42 34 42 4 0.78 0.786 0.858 1 0.22 0.214 0.142 0
50 14 7 6 13 10 4 0.778 0.302 0.568 1 0.222 0.698 0.432 0
50 9 11 14 7 9 4 0.292 0.47 0.718 0.998 0.708 0.53 0.282 0.002
50 16 3 16 6 9 4 0.516 0.904 0.794 0.996 0.484 0.096 0.206 0.004
170 31 27 34 18 60 4 0.616 0.95 0.136 0.994 0.384 0.05 0.864 0.006
80 16 15 10 18 21 4 0.882 0.266 0.96 0.998 0.118 0.734 0.04 0.002
350 60 15 48 50 177 4 0.016 0.246 0.66 0.998 0.984 0.754 0.34 0.002
170 44 23 34 24 45 4 0.352 0.766 0.384 0.996 0.648 0.234 0.616 0.004
